,Unnamed: 0,File directory,File name,Dimension(filtered),N(sample),N(filtered feature),Repetition Rate,File directory(CEB server/Iris),,"In RegPA, experiments were done in two times, once with  50<=size<=300, once with 300<=size<=500. One of datasets of size 300 got double counted. 8 datasets got replaced with other datasets with the same last 8 digit in filenames. Hence, there are 704 datasets for RegPA results.",
2084,2084,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3234.csv,data_CHEMBL3234.csv,"(413, 698)",413,698,0.08716707,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3234.csv,,,
1068,1068,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3060.csv,data_CHEMBL3060.csv,"(416, 394)",416,394,0.439903846,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3060.csv,,,
1848,1848,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2093866.csv,data_CHEMBL2093866.csv,"(417, 491)",417,491,0.074340528,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2093866.csv,,,
1736,1736,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4372.csv,data_CHEMBL4372.csv,"(420, 560)",420,560,0.169047619,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4372.csv,,,
654,654,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3474.csv,data_CHEMBL3474.csv,"(422, 453)",422,453,0.035545024,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3474.csv,,,
895,895,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4321.csv,data_CHEMBL4321.csv,"(422, 472)",422,472,0.033175355,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4321.csv,,,
1629,1629,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1787.csv,data_CHEMBL1787.csv,"(422, 453)",422,453,0.030805687,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1787.csv,,,
2072,2072,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094138.csv,data_CHEMBL2094138.csv,"(425, 667)",425,667,0.124705882,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094138.csv,,,
203,203,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4804.csv,data_CHEMBL4804.csv,"(426, 542)",426,542,0.044600939,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4804.csv,,,
396,396,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL250.csv,data_CHEMBL250.csv,"(426, 542)",426,542,0.0657277,/home/iris/PA/qsar_data_unsorted/data_CHEMBL250.csv,,,
835,835,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1856.csv,data_CHEMBL1856.csv,"(427, 468)",427,468,0.12412178,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1856.csv,,,
1683,1683,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3582.csv,data_CHEMBL3582.csv,"(427, 722)",427,722,0.170960187,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3582.csv,,,
122,122,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1836.csv,data_CHEMBL1836.csv,"(429, 489)",429,489,0.074592075,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1836.csv,,,
489,489,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094124.csv,data_CHEMBL2094124.csv,"(429, 561)",429,561,0.17016317,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094124.csv,,,
1802,1802,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2689.csv,data_CHEMBL2689.csv,"(429, 840)",429,840,0.337995338,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2689.csv,,,
138,138,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3589.csv,data_CHEMBL3589.csv,"(430, 459)",430,459,0.090697674,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3589.csv,,,
1380,1380,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5023.csv,data_CHEMBL5023.csv,"(430, 719)",430,719,0.034883721,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5023.csv,,,
1796,1796,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5441.csv,data_CHEMBL5441.csv,"(430, 424)",430,424,0.013953488,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5441.csv,,,
1587,1587,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3807.csv,data_CHEMBL3807.csv,"(434, 612)",434,612,0.039170507,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3807.csv,,,
775,775,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1937.csv,data_CHEMBL1937.csv,"(435, 569)",435,569,0.108045977,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1937.csv,,,
447,447,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1795094.csv,data_CHEMBL1795094.csv,"(436, 858)",436,858,0.614678899,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1795094.csv,,,
24,24,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4768.csv,data_CHEMBL4768.csv,"(437, 515)",437,515,0.077803204,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4768.csv,,,
151,151,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1741200.csv,data_CHEMBL1741200.csv,"(437, 803)",437,803,0.343249428,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1741200.csv,,,
1845,1845,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3949.csv,data_CHEMBL3949.csv,"(440, 406)",440,406,0.140909091,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3949.csv,,,
349,349,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1825.csv,data_CHEMBL1825.csv,"(443, 624)",443,624,0.35214447,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1825.csv,,,
1273,1273,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5026.csv,data_CHEMBL5026.csv,"(445, 787)",445,787,0.84494382,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5026.csv,,,
488,488,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3764.csv,data_CHEMBL3764.csv,"(446, 428)",446,428,0.056053812,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3764.csv,,,
2033,2033,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095178.csv,data_CHEMBL2095178.csv,"(446, 504)",446,504,0.038116592,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095178.csv,,,
1237,1237,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5543.csv,data_CHEMBL5543.csv,"(448, 851)",448,851,0.292410714,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5543.csv,,,
560,560,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4426.csv,data_CHEMBL4426.csv,"(449, 862)",449,862,0.028953229,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4426.csv,,,
1179,1179,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1860.csv,data_CHEMBL1860.csv,"(449, 478)",449,478,0.180400891,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1860.csv,,,
1607,1607,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL263.csv,data_CHEMBL263.csv,"(449, 610)",449,610,0.046770601,/home/iris/PA/qsar_data_unsorted/data_CHEMBL263.csv,,,
14,14,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2097170.csv,data_CHEMBL2097170.csv,"(450, 810)",450,810,0.235555556,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2097170.csv,,,
369,369,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3820.csv,data_CHEMBL3820.csv,"(452, 479)",452,479,0.046460177,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3820.csv,,,
604,604,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5658.csv,data_CHEMBL5658.csv,"(452, 614)",452,614,0.088495575,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5658.csv,,,
120,120,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2093868.csv,data_CHEMBL2093868.csv,"(454, 494)",454,494,0.059471366,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2093868.csv,,,
651,651,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1908.csv,data_CHEMBL1908.csv,"(454, 427)",454,427,0.024229075,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1908.csv,,,
935,935,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3922.csv,data_CHEMBL3922.csv,"(455, 437)",455,437,0.021978022,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3922.csv,,,
1128,1128,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1901.csv,data_CHEMBL1901.csv,"(455, 523)",455,523,0.263736264,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1901.csv,,,
386,386,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094251.csv,data_CHEMBL2094251.csv,"(456, 639)",456,639,0.067982456,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094251.csv,,,
724,724,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3529.csv,data_CHEMBL3529.csv,"(457, 843)",457,843,0.43107221,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3529.csv,,,
558,558,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095165.csv,data_CHEMBL2095165.csv,"(458, 770)",458,770,0.316593886,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095165.csv,,,
1632,1632,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2265.csv,data_CHEMBL2265.csv,"(458, 464)",458,464,0.310043668,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2265.csv,,,
1777,1777,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2096661.csv,data_CHEMBL2096661.csv,"(460, 509)",460,509,0.032608696,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2096661.csv,,,
81,81,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4393.csv,data_CHEMBL4393.csv,"(462, 614)",462,614,0.082251082,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4393.csv,,,
1984,1984,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2093865.csv,data_CHEMBL2093865.csv,"(463, 516)",463,516,0.07775378,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2093865.csv,,,
481,481,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1795096.csv,data_CHEMBL1795096.csv,"(465, 849)",465,849,0.582795699,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1795096.csv,,,
2031,2031,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3426.csv,data_CHEMBL3426.csv,"(466, 831)",466,831,0.47639485,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3426.csv,,,
883,883,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5573.csv,data_CHEMBL5573.csv,"(467, 879)",467,879,0.438972163,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5573.csv,,,
73,73,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4422.csv,data_CHEMBL4422.csv,"(468, 392)",468,392,0.021367521,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4422.csv,,,
1415,1415,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4077.csv,data_CHEMBL4077.csv,"(469, 370)",469,370,0.029850746,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4077.csv,,,
414,414,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3160.csv,data_CHEMBL3160.csv,"(470, 459)",470,459,0.019148936,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3160.csv,,,
521,521,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095164.csv,data_CHEMBL2095164.csv,"(470, 562)",470,562,0.057446809,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095164.csv,,,
1947,1947,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5652.csv,data_CHEMBL5652.csv,"(470, 514)",470,514,0.063829787,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5652.csv,,,
1021,1021,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3464.csv,data_CHEMBL3464.csv,"(471, 607)",471,607,0.067940552,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3464.csv,,,
1101,1101,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5408.csv,data_CHEMBL5408.csv,"(471, 835)",471,835,0.422505308,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5408.csv,,,
1791,1791,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5455.csv,data_CHEMBL5455.csv,"(471, 839)",471,839,0.67940552,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5455.csv,,,
1351,1351,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4102.csv,data_CHEMBL4102.csv,"(472, 493)",472,493,0.154661017,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4102.csv,,,
1983,1983,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5491.csv,data_CHEMBL5491.csv,"(472, 707)",472,707,0.133474576,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5491.csv,,,
2080,2080,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2857.csv,data_CHEMBL2857.csv,"(473, 569)",473,569,0.057082452,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2857.csv,,,
2038,2038,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5719.csv,data_CHEMBL5719.csv,"(475, 859)",475,859,0.294736842,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5719.csv,,,
1797,1797,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL6148.csv,data_CHEMBL6148.csv,"(476, 902)",476,902,0.62394958,/home/iris/PA/qsar_data_unsorted/data_CHEMBL6148.csv,,,
2047,2047,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1966.csv,data_CHEMBL1966.csv,"(476, 501)",476,501,0.138655462,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1966.csv,,,
847,847,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3072.csv,data_CHEMBL3072.csv,"(477, 570)",477,570,0.035639413,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3072.csv,,,
1411,1411,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1899.csv,data_CHEMBL1899.csv,"(477, 653)",477,653,0.096436059,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1899.csv,,,
1902,1902,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2061.csv,data_CHEMBL2061.csv,"(477, 496)",477,496,0.048218029,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2061.csv,,,
1051,1051,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1878.csv,data_CHEMBL1878.csv,"(479, 492)",479,492,0.050104384,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1878.csv,,,
1139,1139,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4306.csv,data_CHEMBL4306.csv,"(480, 603)",480,603,0.045833333,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4306.csv,,,
1,1,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3563.csv,data_CHEMBL3563.csv,"(482, 691)",482,691,0.10373444,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3563.csv,,,
1255,1255,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4477.csv,data_CHEMBL4477.csv,"(483, 594)",483,594,0.035196687,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4477.csv,,,
1394,1394,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1906.csv,data_CHEMBL1906.csv,"(483, 727)",483,727,0.163561077,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1906.csv,,,
70,70,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2095149.csv,data_CHEMBL2095149.csv,"(491, 886)",491,886,0.276985743,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2095149.csv,,,
1483,1483,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2955.csv,data_CHEMBL2955.csv,"(492, 743)",492,743,0.284552846,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2955.csv,,,
605,605,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2889.csv,data_CHEMBL2889.csv,"(494, 815)",494,815,0.21659919,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2889.csv,,,
1102,1102,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL6101.csv,data_CHEMBL6101.csv,"(494, 832)",494,832,0.599190283,/home/iris/PA/qsar_data_unsorted/data_CHEMBL6101.csv,,,
64,64,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1293239.csv,data_CHEMBL1293239.csv,"(499, 806)",499,806,0.55511022,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1293239.csv,,,
1364,1364,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1907594.csv,data_CHEMBL1907594.csv,"(505, 538)",505,538,0.041584158,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1907594.csv,,,
615,615,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2622.csv,data_CHEMBL2622.csv,"(507, 584)",507,584,0.055226824,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2622.csv,,,
887,887,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3116.csv,data_CHEMBL3116.csv,"(507, 858)",507,858,0.287968442,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3116.csv,,,
569,569,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4618.csv,data_CHEMBL4618.csv,"(510, 493)",510,493,0.068627451,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4618.csv,,,
359,359,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2525.csv,data_CHEMBL2525.csv,"(511, 547)",511,547,0.031311155,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2525.csv,,,
1249,1249,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1902.csv,data_CHEMBL1902.csv,"(511, 444)",511,444,0.039138943,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1902.csv,,,
230,230,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL254.csv,data_CHEMBL254.csv,"(512, 614)",512,614,0.083984375,/home/iris/PA/qsar_data_unsorted/data_CHEMBL254.csv,,,
301,301,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL309.csv,data_CHEMBL309.csv,"(512, 562)",512,562,0.0703125,/home/iris/PA/qsar_data_unsorted/data_CHEMBL309.csv,,,
213,213,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094254.csv,data_CHEMBL2094254.csv,"(513, 448)",513,448,0.025341131,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094254.csv,,,
1209,1209,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5147.csv,data_CHEMBL5147.csv,"(513, 699)",513,699,0.152046784,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5147.csv,,,
76,76,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2047.csv,data_CHEMBL2047.csv,"(514, 569)",514,569,0.048638132,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2047.csv,,,
1031,1031,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4860.csv,data_CHEMBL4860.csv,"(514, 606)",514,606,0.035019455,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4860.csv,,,
650,650,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1293266.csv,data_CHEMBL1293266.csv,"(516, 786)",516,786,0.501937984,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1293266.csv,,,
1650,1650,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2094115.csv,data_CHEMBL2094115.csv,"(516, 599)",516,599,0.085271318,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2094115.csv,,,
1768,1768,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL6014.csv,data_CHEMBL6014.csv,"(516, 813)",516,813,0.906976744,/home/iris/PA/qsar_data_unsorted/data_CHEMBL6014.csv,,,
641,641,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL2568.csv,data_CHEMBL2568.csv,"(517, 500)",517,500,0.032882012,/home/iris/PA/qsar_data_unsorted/data_CHEMBL2568.csv,,,
1344,1344,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1873.csv,data_CHEMBL1873.csv,"(518, 695)",518,695,0.102316602,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1873.csv,,,
1852,1852,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4175.csv,data_CHEMBL4175.csv,"(519, 839)",519,839,0.780346821,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4175.csv,,,
104,104,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1942.csv,data_CHEMBL1942.csv,"(520, 744)",520,744,0.042307692,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1942.csv,,,
436,436,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3772.csv,data_CHEMBL3772.csv,"(522, 593)",522,593,0.053639847,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3772.csv,,,
2085,2085,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5645.csv,data_CHEMBL5645.csv,"(523, 512)",523,512,0.019120459,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5645.csv,,,
1804,1804,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4575.csv,data_CHEMBL4575.csv,"(526, 816)",526,816,0.576045627,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4575.csv,,,
1969,1969,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4599.csv,data_CHEMBL4599.csv,"(526, 834)",526,834,0.338403042,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4599.csv,,,
219,219,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5703.csv,data_CHEMBL5703.csv,"(532, 841)",532,841,0.772556391,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5703.csv,,,
445,445,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3996.csv,data_CHEMBL3996.csv,"(532, 542)",532,542,0.077067669,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3996.csv,,,
768,768,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3891.csv,data_CHEMBL3891.csv,"(532, 517)",532,517,0.028195489,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3891.csv,,,
494,494,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL5498.csv,data_CHEMBL5498.csv,"(533, 590)",533,590,0.071294559,/home/iris/PA/qsar_data_unsorted/data_CHEMBL5498.csv,,,
257,257,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL1941.csv,data_CHEMBL1941.csv,"(534, 691)",534,691,0.194756554,/home/iris/PA/qsar_data_unsorted/data_CHEMBL1941.csv,,,
439,439,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL3982.csv,data_CHEMBL3982.csv,"(534, 848)",534,848,0.608614232,/home/iris/PA/qsar_data_unsorted/data_CHEMBL3982.csv,,,
497,497,/Users/dangoo/My documents/PhD Research/Pairwise Approach/RP/qsar_data_unsorted/data_CHEMBL4625.csv,data_CHEMBL4625.csv,"(534, 687)",534,687,0.061797753,/home/iris/PA/qsar_data_unsorted/data_CHEMBL4625.csv,,,
